X1,participant,item_type,sentence_num,cond,word,RT,full_sentence
897,Par_C,DashedSentence,9,cond_A_dog,help,172,My closest neighbor has a guide dog to help him navigate.
898,Par_C,DashedSentence,9,cond_A_dog,him,172,My closest neighbor has a guide dog to help him navigate.
899,Par_C,DashedSentence,9,cond_A_dog,navigate,172,My closest neighbor has a guide dog to help him navigate.
900,Par_C,DashedSentence,10,cond_A_dog,The,172,The students were worried that a mad dog had been spotted in town.
901,Par_C,DashedSentence,10,cond_A_dog,students,172,The students were worried that a mad dog had been spotted in town.
902,Par_C,DashedSentence,10,cond_A_dog,were,172,The students were worried that a mad dog had been spotted in town.
903,Par_C,DashedSentence,10,cond_A_dog,worried,172,The students were worried that a mad dog had been spotted in town.
904,Par_C,DashedSentence,10,cond_A_dog,that,172,The students were worried that a mad dog had been spotted in town.
905,Par_C,DashedSentence,10,cond_A_dog,a,172,The students were worried that a mad dog had been spotted in town.
906,Par_C,DashedSentence,10,cond_A_dog,mad,172,The students were worried that a mad dog had been spotted in town.
907,Par_C,DashedSentence,10,cond_A_dog,dog,172,The students were worried that a mad dog had been spotted in town.
908,Par_C,DashedSentence,10,cond_A_dog,had,172,The students were worried that a mad dog had been spotted in town.
909,Par_C,DashedSentence,10,cond_A_dog,been,172,The students were worried that a mad dog had been spotted in town.
910,Par_C,DashedSentence,10,cond_A_dog,spotted,172,The students were worried that a mad dog had been spotted in town.
911,Par_C,DashedSentence,10,cond_A_dog,in,172,The students were worried that a mad dog had been spotted in town.
912,Par_C,DashedSentence,10,cond_A_dog,town,172,The students were worried that a mad dog had been spotted in town.
913,Par_C,DashedSentence,11,cond_A_dog,Although,172,"Although the barking dog was noisy, he was quite cute."
914,Par_C,DashedSentence,11,cond_A_dog,the,172,"Although the barking dog was noisy, he was quite cute."
915,Par_C,DashedSentence,11,cond_A_dog,barking,172,"Although the barking dog was noisy, he was quite cute."
916,Par_C,DashedSentence,11,cond_A_dog,dog,172,"Although the barking dog was noisy, he was quite cute."
917,Par_C,DashedSentence,11,cond_A_dog,was,172,"Although the barking dog was noisy, he was quite cute."
918,Par_C,DashedSentence,11,cond_A_dog,noisy,172,"Although the barking dog was noisy, he was quite cute."
919,Par_C,DashedSentence,11,cond_A_dog,he,172,"Although the barking dog was noisy, he was quite cute."
920,Par_C,DashedSentence,11,cond_A_dog,was,172,"Although the barking dog was noisy, he was quite cute."
921,Par_C,DashedSentence,11,cond_A_dog,quite,172,"Although the barking dog was noisy, he was quite cute."
922,Par_C,DashedSentence,11,cond_A_dog,cute,172,"Although the barking dog was noisy, he was quite cute."
923,Par_C,DashedSentence,12,cond_A_dog,My,172,My grandmother had a lap dog that she loved very much.
924,Par_C,DashedSentence,12,cond_A_dog,grandmother,172,My grandmother had a lap dog that she loved very much.
925,Par_C,DashedSentence,12,cond_A_dog,had,172,My grandmother had a lap dog that she loved very much.
926,Par_C,DashedSentence,12,cond_A_dog,a,172,My grandmother had a lap dog that she loved very much.
927,Par_C,DashedSentence,12,cond_A_dog,lap,172,My grandmother had a lap dog that she loved very much.
928,Par_C,DashedSentence,12,cond_A_dog,dog,172,My grandmother had a lap dog that she loved very much.
929,Par_C,DashedSentence,12,cond_A_dog,that,172,My grandmother had a lap dog that she loved very much.
930,Par_C,DashedSentence,12,cond_A_dog,she,172,My grandmother had a lap dog that she loved very much.
931,Par_C,DashedSentence,12,cond_A_dog,loved,172,My grandmother had a lap dog that she loved very much.
932,Par_C,DashedSentence,12,cond_A_dog,very,172,My grandmother had a lap dog that she loved very much.
933,Par_C,DashedSentence,12,cond_A_dog,much,172,My grandmother had a lap dog that she loved very much.
934,Par_C,DashedSentence,13,cond_A_dog,Tracey,172,Tracey was the best dog Jenny's family ever had.
935,Par_C,DashedSentence,13,cond_A_dog,was,172,Tracey was the best dog Jenny's family ever had.
936,Par_C,DashedSentence,13,cond_A_dog,the,172,Tracey was the best dog Jenny's family ever had.
937,Par_C,DashedSentence,13,cond_A_dog,best,172,Tracey was the best dog Jenny's family ever had.
938,Par_C,DashedSentence,13,cond_A_dog,dog,172,Tracey was the best dog Jenny's family ever had.
939,Par_C,DashedSentence,13,cond_A_dog,Jenny's,172,Tracey was the best dog Jenny's family ever had.
940,Par_C,DashedSentence,13,cond_A_dog,family,172,Tracey was the best dog Jenny's family ever had.
941,Par_C,DashedSentence,13,cond_A_dog,ever,172,Tracey was the best dog Jenny's family ever had.
942,Par_C,DashedSentence,13,cond_A_dog,had,172,Tracey was the best dog Jenny's family ever had.
943,Par_D,DashedSentence,9,cond_A_dog,My,172,My closest neighbor has a guide dog to help him navigate.
944,Par_D,DashedSentence,9,cond_A_dog,closest,172,My closest neighbor has a guide dog to help him navigate.
945,Par_D,DashedSentence,9,cond_A_dog,neighbor,172,My closest neighbor has a guide dog to help him navigate.
946,Par_D,DashedSentence,9,cond_A_dog,has,172,My closest neighbor has a guide dog to help him navigate.
947,Par_D,DashedSentence,9,cond_A_dog,a,172,My closest neighbor has a guide dog to help him navigate.
948,Par_D,DashedSentence,9,cond_A_dog,guide,172,My closest neighbor has a guide dog to help him navigate.
949,Par_D,DashedSentence,9,cond_A_dog,dog,172,My closest neighbor has a guide dog to help him navigate.
950,Par_D,DashedSentence,9,cond_A_dog,to,172,My closest neighbor has a guide dog to help him navigate.
951,Par_D,DashedSentence,9,cond_A_dog,help,172,My closest neighbor has a guide dog to help him navigate.
952,Par_D,DashedSentence,9,cond_A_dog,him,172,My closest neighbor has a guide dog to help him navigate.
953,Par_D,DashedSentence,9,cond_A_dog,navigate,172,My closest neighbor has a guide dog to help him navigate.
954,Par_D,DashedSentence,10,cond_A_dog,The,172,The students were worried that a mad dog had been spotted in town.
955,Par_D,DashedSentence,10,cond_A_dog,students,172,The students were worried that a mad dog had been spotted in town.
956,Par_D,DashedSentence,10,cond_A_dog,were,172,The students were worried that a mad dog had been spotted in town.
957,Par_D,DashedSentence,10,cond_A_dog,worried,172,The students were worried that a mad dog had been spotted in town.
958,Par_D,DashedSentence,10,cond_A_dog,that,172,The students were worried that a mad dog had been spotted in town.
959,Par_D,DashedSentence,10,cond_A_dog,a,172,The students were worried that a mad dog had been spotted in town.
960,Par_D,DashedSentence,10,cond_A_dog,mad,346,The students were worried that a mad dog had been spotted in town.
961,Par_D,DashedSentence,10,cond_A_dog,dog,484,The students were worried that a mad dog had been spotted in town.
962,Par_D,DashedSentence,10,cond_A_dog,had,426,The students were worried that a mad dog had been spotted in town.
963,Par_D,DashedSentence,10,cond_A_dog,been,349,The students were worried that a mad dog had been spotted in town.
964,Par_D,DashedSentence,10,cond_A_dog,spotted,172,The students were worried that a mad dog had been spotted in town.
965,Par_D,DashedSentence,10,cond_A_dog,in,571,The students were worried that a mad dog had been spotted in town.
966,Par_D,DashedSentence,10,cond_A_dog,town,469,The students were worried that a mad dog had been spotted in town.
967,Par_D,DashedSentence,11,cond_A_dog,Although,202,"Although the barking dog was noisy, he was quite cute."
968,Par_D,DashedSentence,11,cond_A_dog,the,459,"Although the barking dog was noisy, he was quite cute."
969,Par_D,DashedSentence,11,cond_A_dog,barking,198,"Although the barking dog was noisy, he was quite cute."
970,Par_D,DashedSentence,11,cond_A_dog,dog,575,"Although the barking dog was noisy, he was quite cute."
971,Par_D,DashedSentence,11,cond_A_dog,was,430,"Although the barking dog was noisy, he was quite cute."
972,Par_D,DashedSentence,11,cond_A_dog,noisy,172,"Although the barking dog was noisy, he was quite cute."
973,Par_D,DashedSentence,11,cond_A_dog,he,454,"Although the barking dog was noisy, he was quite cute."
974,Par_D,DashedSentence,11,cond_A_dog,was,331,"Although the barking dog was noisy, he was quite cute."
975,Par_D,DashedSentence,11,cond_A_dog,quite,171,"Although the barking dog was noisy, he was quite cute."
976,Par_D,DashedSentence,11,cond_A_dog,cute,421,"Although the barking dog was noisy, he was quite cute."
977,Par_D,DashedSentence,12,cond_A_dog,My,462,My grandmother had a lap dog that she loved very much.
978,Par_D,DashedSentence,12,cond_A_dog,grandmother,125,My grandmother had a lap dog that she loved very much.
979,Par_D,DashedSentence,12,cond_A_dog,had,447,My grandmother had a lap dog that she loved very much.
980,Par_D,DashedSentence,12,cond_A_dog,a,429,My grandmother had a lap dog that she loved very much.
981,Par_D,DashedSentence,12,cond_A_dog,lap,396,My grandmother had a lap dog that she loved very much.
982,Par_D,DashedSentence,12,cond_A_dog,dog,483,My grandmother had a lap dog that she loved very much.
983,Par_D,DashedSentence,12,cond_A_dog,that,298,My grandmother had a lap dog that she loved very much.
984,Par_D,DashedSentence,12,cond_A_dog,she,392,My grandmother had a lap dog that she loved very much.
985,Par_D,DashedSentence,12,cond_A_dog,loved,167,My grandmother had a lap dog that she loved very much.
986,Par_D,DashedSentence,12,cond_A_dog,very,373,My grandmother had a lap dog that she loved very much.
987,Par_D,DashedSentence,12,cond_A_dog,much,434,My grandmother had a lap dog that she loved very much.
988,Par_D,DashedSentence,13,cond_A_dog,Tracey,162,Tracey was the best dog Jenny's family ever had.
989,Par_D,DashedSentence,13,cond_A_dog,was,440,Tracey was the best dog Jenny's family ever had.
990,Par_D,DashedSentence,13,cond_A_dog,the,523,Tracey was the best dog Jenny's family ever had.
991,Par_D,DashedSentence,13,cond_A_dog,best,408,Tracey was the best dog Jenny's family ever had.
992,Par_D,DashedSentence,13,cond_A_dog,dog,429,Tracey was the best dog Jenny's family ever had.
993,Par_D,DashedSentence,13,cond_A_dog,Jenny's,172,Tracey was the best dog Jenny's family ever had.
994,Par_D,DashedSentence,13,cond_A_dog,family,185,Tracey was the best dog Jenny's family ever had.
995,Par_D,DashedSentence,13,cond_A_dog,ever,394,Tracey was the best dog Jenny's family ever had.
996,Par_D,DashedSentence,13,cond_A_dog,had,406,Tracey was the best dog Jenny's family ever had.
997,Par_E,DashedSentence,9,cond_A_dog,My,460,My closest neighbor has a guide dog to help him navigate.
998,Par_E,DashedSentence,9,cond_A_dog,closest,234,My closest neighbor has a guide dog to help him navigate.
999,Par_E,DashedSentence,9,cond_A_dog,neighbor,134,My closest neighbor has a guide dog to help him navigate.
1000,Par_E,DashedSentence,9,cond_A_dog,has,471,My closest neighbor has a guide dog to help him navigate.
1001,Par_E,DashedSentence,9,cond_A_dog,a,538,My closest neighbor has a guide dog to help him navigate.
1002,Par_E,DashedSentence,9,cond_A_dog,guide,212,My closest neighbor has a guide dog to help him navigate.
1003,Par_E,DashedSentence,9,cond_A_dog,dog,502,My closest neighbor has a guide dog to help him navigate.
1004,Par_E,DashedSentence,9,cond_A_dog,to,545,My closest neighbor has a guide dog to help him navigate.
1005,Par_E,DashedSentence,9,cond_A_dog,help,475,My closest neighbor has a guide dog to help him navigate.
1006,Par_E,DashedSentence,9,cond_A_dog,him,454,My closest neighbor has a guide dog to help him navigate.
1007,Par_E,DashedSentence,9,cond_A_dog,navigate,101,My closest neighbor has a guide dog to help him navigate.
1008,Par_E,DashedSentence,10,cond_A_dog,The,599,The students were worried that a mad dog had been spotted in town.
1009,Par_E,DashedSentence,10,cond_A_dog,students,337,The students were worried that a mad dog had been spotted in town.
1010,Par_E,DashedSentence,10,cond_A_dog,were,604,The students were worried that a mad dog had been spotted in town.
1011,Par_E,DashedSentence,10,cond_A_dog,worried,237,The students were worried that a mad dog had been spotted in town.
1012,Par_E,DashedSentence,10,cond_A_dog,that,489,The students were worried that a mad dog had been spotted in town.
1013,Par_E,DashedSentence,10,cond_A_dog,a,467,The students were worried that a mad dog had been spotted in town.
1014,Par_E,DashedSentence,10,cond_A_dog,mad,539,The students were worried that a mad dog had been spotted in town.
1015,Par_E,DashedSentence,10,cond_A_dog,dog,441,The students were worried that a mad dog had been spotted in town.
1016,Par_E,DashedSentence,10,cond_A_dog,had,543,The students were worried that a mad dog had been spotted in town.
1017,Par_E,DashedSentence,10,cond_A_dog,been,514,The students were worried that a mad dog had been spotted in town.
1018,Par_E,DashedSentence,10,cond_A_dog,spotted,274,The students were worried that a mad dog had been spotted in town.
1019,Par_E,DashedSentence,10,cond_A_dog,in,468,The students were worried that a mad dog had been spotted in town.
1020,Par_E,DashedSentence,10,cond_A_dog,town,507,The students were worried that a mad dog had been spotted in town.
1021,Par_E,DashedSentence,11,cond_A_dog,Although,139,"Although the barking dog was noisy, he was quite cute."
1022,Par_E,DashedSentence,11,cond_A_dog,the,436,"Although the barking dog was noisy, he was quite cute."
1023,Par_E,DashedSentence,11,cond_A_dog,barking,208,"Although the barking dog was noisy, he was quite cute."
1024,Par_E,DashedSentence,11,cond_A_dog,dog,712,"Although the barking dog was noisy, he was quite cute."
1025,Par_E,DashedSentence,11,cond_A_dog,was,687,"Although the barking dog was noisy, he was quite cute."
1026,Par_E,DashedSentence,11,cond_A_dog,noisy,277,"Although the barking dog was noisy, he was quite cute."
1027,Par_E,DashedSentence,11,cond_A_dog,he,772,"Although the barking dog was noisy, he was quite cute."
1028,Par_E,DashedSentence,11,cond_A_dog,was,632,"Although the barking dog was noisy, he was quite cute."
1029,Par_E,DashedSentence,11,cond_A_dog,quite,337,"Although the barking dog was noisy, he was quite cute."
1030,Par_E,DashedSentence,11,cond_A_dog,cute,622,"Although the barking dog was noisy, he was quite cute."
1031,Par_E,DashedSentence,12,cond_A_dog,My,472,My grandmother had a lap dog that she loved very much.
1032,Par_E,DashedSentence,12,cond_A_dog,grandmother,316,My grandmother had a lap dog that she loved very much.
1033,Par_E,DashedSentence,12,cond_A_dog,had,743,My grandmother had a lap dog that she loved very much.
1034,Par_E,DashedSentence,12,cond_A_dog,a,543,My grandmother had a lap dog that she loved very much.
1035,Par_E,DashedSentence,12,cond_A_dog,lap,644,My grandmother had a lap dog that she loved very much.
1036,Par_E,DashedSentence,12,cond_A_dog,dog,434,My grandmother had a lap dog that she loved very much.
1037,Par_E,DashedSentence,12,cond_A_dog,that,579,My grandmother had a lap dog that she loved very much.
1038,Par_E,DashedSentence,12,cond_A_dog,she,664,My grandmother had a lap dog that she loved very much.
1039,Par_E,DashedSentence,12,cond_A_dog,loved,279,My grandmother had a lap dog that she loved very much.
1040,Par_E,DashedSentence,12,cond_A_dog,very,671,My grandmother had a lap dog that she loved very much.
1041,Par_E,DashedSentence,12,cond_A_dog,much,636,My grandmother had a lap dog that she loved very much.
1042,Par_E,DashedSentence,13,cond_A_dog,Tracey,156,Tracey was the best dog Jenny's family ever had.
1043,Par_E,DashedSentence,13,cond_A_dog,was,511,Tracey was the best dog Jenny's family ever had.
1044,Par_E,DashedSentence,13,cond_A_dog,the,560,Tracey was the best dog Jenny's family ever had.
1045,Par_E,DashedSentence,13,cond_A_dog,best,531,Tracey was the best dog Jenny's family ever had.
1046,Par_E,DashedSentence,13,cond_A_dog,dog,594,Tracey was the best dog Jenny's family ever had.
1047,Par_E,DashedSentence,13,cond_A_dog,Jenny's,203,Tracey was the best dog Jenny's family ever had.
1048,Par_E,DashedSentence,13,cond_A_dog,family,355,Tracey was the best dog Jenny's family ever had.
1049,Par_E,DashedSentence,13,cond_A_dog,ever,605,Tracey was the best dog Jenny's family ever had.
1050,Par_E,DashedSentence,13,cond_A_dog,had,534,Tracey was the best dog Jenny's family ever had.
1051,Par_F,DashedSentence,9,cond_A_dog,My,707,My closest neighbor has a guide dog to help him navigate.
1052,Par_F,DashedSentence,9,cond_A_dog,closest,293,My closest neighbor has a guide dog to help him navigate.
1053,Par_F,DashedSentence,9,cond_A_dog,neighbor,256,My closest neighbor has a guide dog to help him navigate.
1054,Par_F,DashedSentence,9,cond_A_dog,has,679,My closest neighbor has a guide dog to help him navigate.
1055,Par_F,DashedSentence,9,cond_A_dog,a,686,My closest neighbor has a guide dog to help him navigate.
1056,Par_F,DashedSentence,9,cond_A_dog,guide,267,My closest neighbor has a guide dog to help him navigate.
1057,Par_F,DashedSentence,9,cond_A_dog,dog,512,My closest neighbor has a guide dog to help him navigate.
1058,Par_F,DashedSentence,9,cond_A_dog,to,510,My closest neighbor has a guide dog to help him navigate.
1059,Par_F,DashedSentence,9,cond_A_dog,help,454,My closest neighbor has a guide dog to help him navigate.
1060,Par_F,DashedSentence,9,cond_A_dog,him,495,My closest neighbor has a guide dog to help him navigate.
1061,Par_F,DashedSentence,9,cond_A_dog,navigate,270,My closest neighbor has a guide dog to help him navigate.
1062,Par_F,DashedSentence,10,cond_A_dog,The,750,The students were worried that a mad dog had been spotted in town.
1063,Par_F,DashedSentence,10,cond_A_dog,students,251,The students were worried that a mad dog had been spotted in town.
1064,Par_F,DashedSentence,10,cond_A_dog,were,617,The students were worried that a mad dog had been spotted in town.
1065,Par_F,DashedSentence,10,cond_A_dog,worried,471,The students were worried that a mad dog had been spotted in town.
1066,Par_F,DashedSentence,10,cond_A_dog,that,530,The students were worried that a mad dog had been spotted in town.
1067,Par_F,DashedSentence,10,cond_A_dog,a,732,The students were worried that a mad dog had been spotted in town.
1068,Par_F,DashedSentence,10,cond_A_dog,mad,610,The students were worried that a mad dog had been spotted in town.
1069,Par_F,DashedSentence,10,cond_A_dog,dog,561,The students were worried that a mad dog had been spotted in town.
1070,Par_F,DashedSentence,10,cond_A_dog,had,605,The students were worried that a mad dog had been spotted in town.
1071,Par_F,DashedSentence,10,cond_A_dog,been,345,The students were worried that a mad dog had been spotted in town.
1072,Par_F,DashedSentence,10,cond_A_dog,spotted,172,The students were worried that a mad dog had been spotted in town.
1073,Par_F,DashedSentence,10,cond_A_dog,in,767,The students were worried that a mad dog had been spotted in town.
1074,Par_F,DashedSentence,10,cond_A_dog,town,552,The students were worried that a mad dog had been spotted in town.
1075,Par_F,DashedSentence,11,cond_A_dog,Although,368,"Although the barking dog was noisy, he was quite cute."
1076,Par_F,DashedSentence,11,cond_A_dog,the,590,"Although the barking dog was noisy, he was quite cute."
1077,Par_F,DashedSentence,11,cond_A_dog,barking,255,"Although the barking dog was noisy, he was quite cute."
1078,Par_F,DashedSentence,11,cond_A_dog,dog,529,"Although the barking dog was noisy, he was quite cute."
1079,Par_F,DashedSentence,11,cond_A_dog,was,358,"Although the barking dog was noisy, he was quite cute."
1080,Par_F,DashedSentence,11,cond_A_dog,noisy,239,"Although the barking dog was noisy, he was quite cute."
1081,Par_F,DashedSentence,11,cond_A_dog,he,771,"Although the barking dog was noisy, he was quite cute."
1082,Par_F,DashedSentence,11,cond_A_dog,was,680,"Although the barking dog was noisy, he was quite cute."
1083,Par_F,DashedSentence,11,cond_A_dog,quite,172,"Although the barking dog was noisy, he was quite cute."
1084,Par_F,DashedSentence,11,cond_A_dog,cute,647,"Although the barking dog was noisy, he was quite cute."
1085,Par_F,DashedSentence,12,cond_A_dog,My,679,My grandmother had a lap dog that she loved very much.
1086,Par_F,DashedSentence,12,cond_A_dog,grandmother,95,My grandmother had a lap dog that she loved very much.
1087,Par_F,DashedSentence,12,cond_A_dog,had,692,My grandmother had a lap dog that she loved very much.
1088,Par_F,DashedSentence,12,cond_A_dog,a,468,My grandmother had a lap dog that she loved very much.
1089,Par_F,DashedSentence,12,cond_A_dog,lap,324,My grandmother had a lap dog that she loved very much.
1090,Par_F,DashedSentence,12,cond_A_dog,dog,593,My grandmother had a lap dog that she loved very much.
1091,Par_F,DashedSentence,12,cond_A_dog,that,585,My grandmother had a lap dog that she loved very much.
1092,Par_F,DashedSentence,12,cond_A_dog,she,507,My grandmother had a lap dog that she loved very much.
1093,Par_F,DashedSentence,12,cond_A_dog,loved,256,My grandmother had a lap dog that she loved very much.
1094,Par_F,DashedSentence,12,cond_A_dog,very,631,My grandmother had a lap dog that she loved very much.
1095,Par_F,DashedSentence,12,cond_A_dog,much,710,My grandmother had a lap dog that she loved very much.
1096,Par_F,DashedSentence,13,cond_A_dog,Tracey,388,Tracey was the best dog Jenny's family ever had.
1097,Par_F,DashedSentence,13,cond_A_dog,was,747,Tracey was the best dog Jenny's family ever had.
1098,Par_F,DashedSentence,13,cond_A_dog,the,580,Tracey was the best dog Jenny's family ever had.
1099,Par_F,DashedSentence,13,cond_A_dog,best,685,Tracey was the best dog Jenny's family ever had.
1100,Par_F,DashedSentence,13,cond_A_dog,dog,787,Tracey was the best dog Jenny's family ever had.
1101,Par_F,DashedSentence,13,cond_A_dog,Jenny's,322,Tracey was the best dog Jenny's family ever had.
1102,Par_F,DashedSentence,13,cond_A_dog,family,457,Tracey was the best dog Jenny's family ever had.
1103,Par_F,DashedSentence,13,cond_A_dog,ever,681,Tracey was the best dog Jenny's family ever had.
1104,Par_F,DashedSentence,13,cond_A_dog,had,753,Tracey was the best dog Jenny's family ever had.
1105,Par_G,DashedSentence,9,cond_A_dog,My,851,My closest neighbor has a guide dog to help him navigate.
1106,Par_G,DashedSentence,9,cond_A_dog,closest,522,My closest neighbor has a guide dog to help him navigate.
1107,Par_G,DashedSentence,9,cond_A_dog,neighbor,673,My closest neighbor has a guide dog to help him navigate.
1108,Par_G,DashedSentence,9,cond_A_dog,has,870,My closest neighbor has a guide dog to help him navigate.
1109,Par_G,DashedSentence,9,cond_A_dog,a,906,My closest neighbor has a guide dog to help him navigate.
1110,Par_G,DashedSentence,9,cond_A_dog,guide,687,My closest neighbor has a guide dog to help him navigate.
1111,Par_G,DashedSentence,9,cond_A_dog,dog,807,My closest neighbor has a guide dog to help him navigate.
1112,Par_G,DashedSentence,9,cond_A_dog,to,950,My closest neighbor has a guide dog to help him navigate.
1113,Par_G,DashedSentence,9,cond_A_dog,help,893,My closest neighbor has a guide dog to help him navigate.
1114,Par_G,DashedSentence,9,cond_A_dog,him,912,My closest neighbor has a guide dog to help him navigate.
1115,Par_G,DashedSentence,9,cond_A_dog,navigate,499,My closest neighbor has a guide dog to help him navigate.
1116,Par_G,DashedSentence,10,cond_A_dog,The,946,The students were worried that a mad dog had been spotted in town.
1117,Par_G,DashedSentence,10,cond_A_dog,students,499,The students were worried that a mad dog had been spotted in town.
1118,Par_G,DashedSentence,10,cond_A_dog,were,898,The students were worried that a mad dog had been spotted in town.
1119,Par_G,DashedSentence,10,cond_A_dog,worried,553,The students were worried that a mad dog had been spotted in town.
1120,Par_G,DashedSentence,10,cond_A_dog,that,1042,The students were worried that a mad dog had been spotted in town.
1121,Par_G,DashedSentence,10,cond_A_dog,a,307,The students were worried that a mad dog had been spotted in town.
1122,Par_G,DashedSentence,10,cond_A_dog,mad,342,The students were worried that a mad dog had been spotted in town.
1123,Par_G,DashedSentence,10,cond_A_dog,dog,331,The students were worried that a mad dog had been spotted in town.
1124,Par_G,DashedSentence,10,cond_A_dog,had,332,The students were worried that a mad dog had been spotted in town.
1125,Par_G,DashedSentence,10,cond_A_dog,been,361,The students were worried that a mad dog had been spotted in town.
1126,Par_G,DashedSentence,10,cond_A_dog,spotted,172,The students were worried that a mad dog had been spotted in town.
1127,Par_G,DashedSentence,10,cond_A_dog,in,327,The students were worried that a mad dog had been spotted in town.
1128,Par_G,DashedSentence,10,cond_A_dog,town,362,The students were worried that a mad dog had been spotted in town.
1129,Par_G,DashedSentence,11,cond_A_dog,Although,172,"Although the barking dog was noisy, he was quite cute."
1130,Par_G,DashedSentence,11,cond_A_dog,the,405,"Although the barking dog was noisy, he was quite cute."
1131,Par_G,DashedSentence,11,cond_A_dog,barking,172,"Although the barking dog was noisy, he was quite cute."
1132,Par_G,DashedSentence,11,cond_A_dog,dog,299,"Although the barking dog was noisy, he was quite cute."
1133,Par_G,DashedSentence,11,cond_A_dog,was,323,"Although the barking dog was noisy, he was quite cute."
1134,Par_G,DashedSentence,11,cond_A_dog,noisy,172,"Although the barking dog was noisy, he was quite cute."
1135,Par_G,DashedSentence,11,cond_A_dog,he,398,"Although the barking dog was noisy, he was quite cute."
1136,Par_G,DashedSentence,11,cond_A_dog,was,215,"Although the barking dog was noisy, he was quite cute."
1137,Par_G,DashedSentence,11,cond_A_dog,quite,99,"Although the barking dog was noisy, he was quite cute."
1138,Par_G,DashedSentence,11,cond_A_dog,cute,320,"Although the barking dog was noisy, he was quite cute."
1139,Par_G,DashedSentence,12,cond_A_dog,My,391,My grandmother had a lap dog that she loved very much.
1140,Par_G,DashedSentence,12,cond_A_dog,grandmother,172,My grandmother had a lap dog that she loved very much.
1141,Par_G,DashedSentence,12,cond_A_dog,had,263,My grandmother had a lap dog that she loved very much.
1142,Par_G,DashedSentence,12,cond_A_dog,a,303,My grandmother had a lap dog that she loved very much.
1143,Par_G,DashedSentence,12,cond_A_dog,lap,255,My grandmother had a lap dog that she loved very much.
1144,Par_G,DashedSentence,12,cond_A_dog,dog,377,My grandmother had a lap dog that she loved very much.
1145,Par_G,DashedSentence,12,cond_A_dog,that,227,My grandmother had a lap dog that she loved very much.
1146,Par_G,DashedSentence,12,cond_A_dog,she,319,My grandmother had a lap dog that she loved very much.
1147,Par_G,DashedSentence,12,cond_A_dog,loved,172,My grandmother had a lap dog that she loved very much.
1148,Par_G,DashedSentence,12,cond_A_dog,very,294,My grandmother had a lap dog that she loved very much.
1149,Par_G,DashedSentence,12,cond_A_dog,much,308,My grandmother had a lap dog that she loved very much.
1150,Par_G,DashedSentence,13,cond_A_dog,Tracey,172,Tracey was the best dog Jenny's family ever had.
1151,Par_G,DashedSentence,13,cond_A_dog,was,209,Tracey was the best dog Jenny's family ever had.
1152,Par_G,DashedSentence,13,cond_A_dog,the,236,Tracey was the best dog Jenny's family ever had.
1153,Par_G,DashedSentence,13,cond_A_dog,best,367,Tracey was the best dog Jenny's family ever had.
1154,Par_G,DashedSentence,13,cond_A_dog,dog,238,Tracey was the best dog Jenny's family ever had.
1155,Par_G,DashedSentence,13,cond_A_dog,Jenny's,172,Tracey was the best dog Jenny's family ever had.
1156,Par_G,DashedSentence,13,cond_A_dog,family,172,Tracey was the best dog Jenny's family ever had.
1157,Par_G,DashedSentence,13,cond_A_dog,ever,245,Tracey was the best dog Jenny's family ever had.
1158,Par_G,DashedSentence,13,cond_A_dog,had,236,Tracey was the best dog Jenny's family ever had.
1159,Par_H,DashedSentence,9,cond_A_dog,My,608,My closest neighbor has a guide dog to help him navigate.
1160,Par_H,DashedSentence,9,cond_A_dog,closest,340,My closest neighbor has a guide dog to help him navigate.
1161,Par_H,DashedSentence,9,cond_A_dog,neighbor,319,My closest neighbor has a guide dog to help him navigate.
1162,Par_H,DashedSentence,9,cond_A_dog,has,706,My closest neighbor has a guide dog to help him navigate.
1163,Par_H,DashedSentence,9,cond_A_dog,a,595,My closest neighbor has a guide dog to help him navigate.
1164,Par_H,DashedSentence,9,cond_A_dog,guide,425,My closest neighbor has a guide dog to help him navigate.
1165,Par_H,DashedSentence,9,cond_A_dog,dog,611,My closest neighbor has a guide dog to help him navigate.
1166,Par_H,DashedSentence,9,cond_A_dog,to,571,My closest neighbor has a guide dog to help him navigate.
1167,Par_H,DashedSentence,9,cond_A_dog,help,691,My closest neighbor has a guide dog to help him navigate.
1168,Par_H,DashedSentence,9,cond_A_dog,him,575,My closest neighbor has a guide dog to help him navigate.
1169,Par_H,DashedSentence,9,cond_A_dog,navigate,330,My closest neighbor has a guide dog to help him navigate.
1170,Par_H,DashedSentence,10,cond_A_dog,The,650,The students were worried that a mad dog had been spotted in town.
1171,Par_H,DashedSentence,10,cond_A_dog,students,286,The students were worried that a mad dog had been spotted in town.
1172,Par_H,DashedSentence,10,cond_A_dog,were,493,The students were worried that a mad dog had been spotted in town.
1173,Par_H,DashedSentence,10,cond_A_dog,worried,315,The students were worried that a mad dog had been spotted in town.
1174,Par_H,DashedSentence,10,cond_A_dog,that,593,The students were worried that a mad dog had been spotted in town.
1175,Par_H,DashedSentence,10,cond_A_dog,a,562,The students were worried that a mad dog had been spotted in town.
1176,Par_H,DashedSentence,10,cond_A_dog,mad,618,The students were worried that a mad dog had been spotted in town.
1177,Par_H,DashedSentence,10,cond_A_dog,dog,636,The students were worried that a mad dog had been spotted in town.
1178,Par_H,DashedSentence,10,cond_A_dog,had,604,The students were worried that a mad dog had been spotted in town.
